time=0.000000000, qpos=[2.75 0], qvel=[0 0], normal_force=0.0, tangential_force=0.0, Fctrl=[10 0], contact_flag=True, gap=0.0, contact_distance=0.0, rho=nan, mode=BOUNDARY, phase=SETTLE
time=0.988000000, qpos=[2.7503723343081354 4.1226967215965144e-05], qvel=[4.3779538980080537e-13 0.00012149354858781585], normal_force=9.999999999808336, tangential_force=1.3758209143662254, Fctrl=[10 1.3760000000002437], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27516418287851896, mode=QUASI_STICK, phase=RAMP
time=0.988125000, qpos=[2.7503723343081354 4.124215670775123e-05], qvel=[4.3698903941052846e-13 0.00012151593428869225], normal_force=9.99999999998931, tangential_force=1.3760709143929792, Fctrl=[10 1.3762500000002436], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27521418287889005, mode=QUASI_STICK, phase=RAMP
time=0.988250000, qpos=[2.7503723343081354 4.1257348997749931e-05], qvel=[4.3832550558573791e-13 0.00012153831998960032], normal_force=9.999999999990802, tangential_force=1.3763209143932105, Fctrl=[10 1.3765000000002439], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27526418287889526, mode=QUASI_STICK, phase=RAMP
time=0.988375000, qpos=[2.7503723343081354 4.1272544085961242e-05], qvel=[4.3966197176094737e-13 0.00012156070569050838], normal_force=9.999999999992294, tangential_force=1.3765709143934413, Fctrl=[10 1.3767500000002437], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2753141828789004, mode=QUASI_STICK, phase=RAMP
time=0.988500000, qpos=[2.7503723343081354 4.128774197238517e-05], qvel=[4.4099843793615682e-13 0.00012158309139141645], normal_force=9.999999999993788, tangential_force=1.3768209143936725, Fctrl=[10 1.377000000000244], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2753641828789056, mode=QUASI_STICK, phase=RAMP
time=0.988625000, qpos=[2.7503723343081354 4.1302942657021708e-05], qvel=[4.4233490411136628e-13 0.00012160547709232452], normal_force=9.99999999999528, tangential_force=1.3770709143939033, Fctrl=[10 1.3772500000002439], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2754141828789106, mode=QUASI_STICK, phase=RAMP
time=0.988750000, qpos=[2.7503723343081354 4.1318146139870861e-05], qvel=[4.4367137028657573e-13 0.00012162786279323259], normal_force=9.999999999996772, tangential_force=1.3773209143941345, Fctrl=[10 1.3775000000002442], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27546418287891583, mode=QUASI_STICK, phase=RAMP
time=0.988875000, qpos=[2.7503723343081354 4.1333352420932632e-05], qvel=[4.4500783646178519e-13 0.00012165024849414066], normal_force=9.999999999998266, tangential_force=1.3775709143943655, Fctrl=[10 1.3777500000002441], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2755141828789209, mode=QUASI_STICK, phase=RAMP
time=0.989000000, qpos=[2.7503723343081354 4.1348561500207012e-05], qvel=[4.4634430263699464e-13 0.00012167263419504873], normal_force=9.999999999999758, tangential_force=1.3778209143945965, Fctrl=[10 1.3780000000002444], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.275564182878926, mode=QUASI_STICK, phase=RAMP
time=0.989125000, qpos=[2.7503723343081354 4.1363773377694009e-05], qvel=[4.476807688122041e-13 0.0001216950198959568], normal_force=10.00000000000125, tangential_force=1.3780709143948275, Fctrl=[10 1.3782500000002442], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.275614182878931, mode=QUASI_STICK, phase=RAMP
time=0.989250000, qpos=[2.7503723343081354 4.1378988053393615e-05], qvel=[4.4901723498741355e-13 0.00012171740559686486], normal_force=10.000000000002743, tangential_force=1.3783209143950585, Fctrl=[10 1.3785000000002445], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2756641828789361, mode=QUASI_STICK, phase=RAMP
time=0.989375000, qpos=[2.7503723343081354 4.1394205527305838e-05], qvel=[4.5035370116262301e-13 0.00012173979129777293], normal_force=10.000000000004235, tangential_force=1.3785709143952896, Fctrl=[10 1.3787500000002444], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27571418287894117, mode=QUASI_STICK, phase=RAMP
time=0.989500000, qpos=[2.7503723343081354 4.140942579943067e-05], qvel=[4.5169016733783247e-13 0.000121762176998681], normal_force=10.000000000005727, tangential_force=1.3788209143955206, Fctrl=[10 1.3790000000002447], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27576418287894616, mode=QUASI_STICK, phase=RAMP
time=0.989625000, qpos=[2.7503723343081354 4.1424648869768119e-05], qvel=[4.5302663351304192e-13 0.00012178456269958907], normal_force=10.00000000000722, tangential_force=1.3790709143957518, Fctrl=[10 1.3792500000002446], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27581418287895126, mode=QUASI_STICK, phase=RAMP
time=0.989750000, qpos=[2.7503723343081354 4.1439874738318184e-05], qvel=[4.5436309968825138e-13 0.00012180694840049714], normal_force=10.000000000008713, tangential_force=1.3793209143959826, Fctrl=[10 1.3795000000002449], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27586418287895614, mode=QUASI_STICK, phase=RAMP
time=0.989875000, qpos=[2.7503723343081354 4.145510340508086e-05], qvel=[4.5569956586346078e-13 0.00012182933410140521], normal_force=10.000000000010205, tangential_force=1.3795709143962138, Fctrl=[10 1.3797500000002447], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2759141828789612, mode=QUASI_STICK, phase=RAMP
time=0.990000000, qpos=[2.7503723343081354 4.1470334870056151e-05], qvel=[4.5703603203867024e-13 0.00012185171980231328], normal_force=10.000000000011699, tangential_force=1.3798209143964448, Fctrl=[10 1.380000000000245], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2759641828789661, mode=QUASI_STICK, phase=RAMP
time=0.990125000, qpos=[2.7503723343081354 4.1485569133244052e-05], qvel=[4.5837249821387969e-13 0.00012187410550322135], normal_force=10.000000000013191, tangential_force=1.3800709143966758, Fctrl=[10 1.3802500000002449], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27601418287897106, mode=QUASI_STICK, phase=RAMP
time=0.990250000, qpos=[2.7503723343081354 4.150080619464457e-05], qvel=[4.5970896438908915e-13 0.00012189649120412941], normal_force=10.000000000014683, tangential_force=1.3803209143969069, Fctrl=[10 1.3805000000002452], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.276064182878976, mode=QUASI_STICK, phase=RAMP
time=0.990375000, qpos=[2.7503723343081354 4.1516046054257698e-05], qvel=[4.610454305642986e-13 0.00012191887690503748], normal_force=10.000000000016176, tangential_force=1.3805709143971379, Fctrl=[10 1.3807500000002451], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27611418287898093, mode=QUASI_STICK, phase=RAMP
time=0.990500000, qpos=[2.7503723343081354 4.1531288712083442e-05], qvel=[4.6238189673950806e-13 0.00012194126260594555], normal_force=10.000000000017668, tangential_force=1.3808209143973689, Fctrl=[10 1.3810000000002454], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27616418287898586, mode=QUASI_STICK, phase=RAMP
time=0.990625000, qpos=[2.7503723343081354 4.1546534168121795e-05], qvel=[4.6371836291471751e-13 0.00012196364830685362], normal_force=10.000000000019162, tangential_force=1.3810709143975999, Fctrl=[10 1.3812500000002452], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2762141828789907, mode=QUASI_STICK, phase=RAMP
time=0.990750000, qpos=[2.7503723343081354 4.1561782422372766e-05], qvel=[4.6505482908992697e-13 0.00012198603400776169], normal_force=10.000000000020654, tangential_force=1.381320914397831, Fctrl=[10 1.3815000000002455], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27626418287899557, mode=QUASI_STICK, phase=RAMP
time=0.990875000, qpos=[2.7503723343081354 4.1577033474836352e-05], qvel=[4.6639129526513642e-13 0.00012200841970866976], normal_force=10.000000000022146, tangential_force=1.3815709143980621, Fctrl=[10 1.3817500000002454], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2763141828790005, mode=QUASI_STICK, phase=RAMP
time=0.991000000, qpos=[2.7503723343081354 4.1592287325512548e-05], qvel=[4.6772776144034588e-13 0.00012203080540957783], normal_force=10.000000000023638, tangential_force=1.3818209143982931, Fctrl=[10 1.3820000000002457], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2763641828790054, mode=QUASI_STICK, phase=RAMP
time=0.991125000, qpos=[2.7503723343081354 4.1607543974401361e-05], qvel=[4.6906422761555533e-13 0.00012205319111048589], normal_force=10.00000000002513, tangential_force=1.3820709143985241, Fctrl=[10 1.3822500000002456], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2764141828790102, mode=QUASI_STICK, phase=RAMP
time=0.991250000, qpos=[2.7503723343081354 4.1622803421502784e-05], qvel=[4.7040069379076479e-13 0.00012207557681139395], normal_force=10.000000000026624, tangential_force=1.382320914398755, Fctrl=[10 1.3825000000002459], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2764641828790149, mode=QUASI_STICK, phase=RAMP
time=0.991375000, qpos=[2.7503723343081354 4.1638065666816823e-05], qvel=[4.7173715996597424e-13 0.000122097962512302], normal_force=10.000000000028116, tangential_force=1.382570914398986, Fctrl=[10 1.3827500000002457], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27651418287901974, mode=QUASI_STICK, phase=RAMP
time=0.991500000, qpos=[2.7503723343081354 4.1653330710343471e-05], qvel=[4.730736261411837e-13 0.00012212034821321006], normal_force=10.000000000029608, tangential_force=1.3828209143992167, Fctrl=[10 1.383000000000246], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2765641828790245, mode=QUASI_STICK, phase=RAMP
time=0.991625000, qpos=[2.7503723343081354 4.1668598552082737e-05], qvel=[4.7441009231639315e-13 0.00012214273391411811], normal_force=10.000000000031102, tangential_force=1.3830709143994477, Fctrl=[10 1.3832500000002459], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2766141828790292, mode=QUASI_STICK, phase=RAMP
time=0.991750000, qpos=[2.7503723343081354 4.1683869192034618e-05], qvel=[4.7574655849160261e-13 0.00012216511961502617], normal_force=10.000000000032594, tangential_force=1.3833209143996785, Fctrl=[10 1.3835000000002462], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27666418287903394, mode=QUASI_STICK, phase=RAMP
time=0.991875000, qpos=[2.7503723343081354 4.169914263019911e-05], qvel=[4.7708302466681207e-13 0.00012218750531593423], normal_force=10.000000000034087, tangential_force=1.3835709143999093, Fctrl=[10 1.3837500000002461], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27671418287903865, mode=QUASI_STICK, phase=RAMP
time=0.992000000, qpos=[2.7503723343081354 4.1714418866576217e-05], qvel=[4.7841949084202152e-13 0.00012220989101684228], normal_force=10.000000000035579, tangential_force=1.3838209144001403, Fctrl=[10 1.3840000000002464], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27676418287904336, mode=QUASI_STICK, phase=RAMP
time=0.992125000, qpos=[2.7503723343081354 4.1729697901165935e-05], qvel=[4.7975595701723098e-13 0.00012223227671775034], normal_force=10.00000000003707, tangential_force=1.384070914400371, Fctrl=[10 1.3842500000002462], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2768141828790481, mode=QUASI_STICK, phase=RAMP
time=0.992250000, qpos=[2.7503723343081354 4.1744979733968269e-05], qvel=[4.8109242319244043e-13 0.00012225466241865839], normal_force=10.000000000038563, tangential_force=1.3843209144006021, Fctrl=[10 1.3845000000002465], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27686418287905273, mode=QUASI_STICK, phase=RAMP
time=0.992375000, qpos=[2.7503723343081354 4.1760264364983213e-05], qvel=[4.8242888936764989e-13 0.00012227704811956645], normal_force=10.000000000040055, tangential_force=1.384570914400833, Fctrl=[10 1.3847500000002464], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2769141828790574, mode=QUASI_STICK, phase=RAMP
time=0.992500000, qpos=[2.7503723343081354 4.1775551794210773e-05], qvel=[4.8376535554285934e-13 0.0001222994338204745], normal_force=10.000000000041549, tangential_force=1.3848209144010637, Fctrl=[10 1.3850000000002467], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.276964182879062, mode=QUASI_STICK, phase=RAMP
time=0.992625000, qpos=[2.7503723343081354 4.1790842021650943e-05], qvel=[4.851018217180688e-13 0.00012232181952138256], normal_force=10.000000000043041, tangential_force=1.3850709144012947, Fctrl=[10 1.3852500000002466], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27701418287906665, mode=QUASI_STICK, phase=RAMP
time=0.992750000, qpos=[2.7503723343081354 4.1806135047303729e-05], qvel=[4.8643828789327825e-13 0.00012234420522229061], normal_force=10.000000000044535, tangential_force=1.3853209144015255, Fctrl=[10 1.3855000000002469], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2770641828790712, mode=QUASI_STICK, phase=RAMP
time=0.992875000, qpos=[2.7503723343081354 4.1821430871169132e-05], qvel=[4.8777475406848771e-13 0.00012236659092319867], normal_force=10.000000000046027, tangential_force=1.3855709144017565, Fctrl=[10 1.3857500000002467], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2771141828790758, mode=QUASI_STICK, phase=RAMP
time=0.993000000, qpos=[2.7503723343081354 4.1836729493247144e-05], qvel=[4.8911122024369716e-13 0.00012238897662410672], normal_force=10.00000000004752, tangential_force=1.3858209144019873, Fctrl=[10 1.386000000000247], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2771641828790804, mode=QUASI_STICK, phase=RAMP
time=0.993125000, qpos=[2.7503723343081354 4.1852030913537774e-05], qvel=[4.9044768641890662e-13 0.00012241136232501478], normal_force=10.000000000049011, tangential_force=1.3860709144022183, Fctrl=[10 1.3862500000002469], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.277214182879085, mode=QUASI_STICK, phase=RAMP
time=0.993250000, qpos=[2.7503723343081354 4.1867335132041012e-05], qvel=[4.9178415259411607e-13 0.00012243374802592283], normal_force=10.000000000050504, tangential_force=1.386320914402449, Fctrl=[10 1.3865000000002472], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27726418287908955, mode=QUASI_STICK, phase=RAMP
time=0.993375000, qpos=[2.7503723343081354 4.1882642148756867e-05], qvel=[4.9312061876932553e-13 0.00012245613372683089], normal_force=10.000000000051998, tangential_force=1.3865709144026799, Fctrl=[10 1.3867500000002471], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.277314182879094, mode=QUASI_STICK, phase=RAMP
time=0.993500000, qpos=[2.7503723343081354 4.1897951963685332e-05], qvel=[4.9445708494453498e-13 0.00012247851942773894], normal_force=10.00000000005349, tangential_force=1.3868209144029109, Fctrl=[10 1.3870000000002474], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2773641828790986, mode=QUASI_STICK, phase=RAMP
time=0.993625000, qpos=[2.7503723343081354 4.1913264576826414e-05], qvel=[4.9579355111974444e-13 0.000122500905128647], normal_force=10.000000000054982, tangential_force=1.387070914403142, Fctrl=[10 1.3872500000002472], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27741418287910313, mode=QUASI_STICK, phase=RAMP
time=0.993750000, qpos=[2.7503723343081354 4.1928579988180105e-05], qvel=[4.9713001729495389e-13 0.00012252329082955505], normal_force=10.000000000056474, tangential_force=1.3873209144033727, Fctrl=[10 1.3875000000002475], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27746418287910757, mode=QUASI_STICK, phase=RAMP
time=0.993875000, qpos=[2.7503723343081354 4.1943898197746412e-05], qvel=[4.9846648347016335e-13 0.00012254567653046311], normal_force=10.000000000057966, tangential_force=1.3875709144036035, Fctrl=[10 1.3877500000002474], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27751418287911206, mode=QUASI_STICK, phase=RAMP
time=0.994000000, qpos=[2.7503723343081354 4.1959219205525336e-05], qvel=[4.9980294964537281e-13 0.00012256806223137116], normal_force=10.00000000005946, tangential_force=1.3878209144038345, Fctrl=[10 1.3880000000002477], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2775641828791165, mode=QUASI_STICK, phase=RAMP
time=0.994125000, qpos=[2.7503723343081354 4.197454301151687e-05], qvel=[5.0113941582058226e-13 0.00012259044793227922], normal_force=10.000000000060952, tangential_force=1.3880709144040653, Fctrl=[10 1.3882500000002476], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27761418287912093, mode=QUASI_STICK, phase=RAMP
time=0.994250000, qpos=[2.7503723343081354 4.198986961572102e-05], qvel=[5.0247588199579172e-13 0.00012261283363318727], normal_force=10.000000000062444, tangential_force=1.388320914404296, Fctrl=[10 1.3885000000002479], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27766418287912537, mode=QUASI_STICK, phase=RAMP
time=0.994375000, qpos=[2.7503723343081354 4.200519901813778e-05], qvel=[5.0381234817100117e-13 0.00012263521933409533], normal_force=10.000000000063938, tangential_force=1.388570914404527, Fctrl=[10 1.3887500000002477], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27771418287912975, mode=QUASI_STICK, phase=RAMP
time=0.994500000, qpos=[2.7503723343081354 4.2020531218767157e-05], qvel=[5.0514881434621063e-13 0.00012265760503500338], normal_force=10.00000000006543, tangential_force=1.388820914404758, Fctrl=[10 1.389000000000248], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2777641828791342, mode=QUASI_STICK, phase=RAMP
time=0.994625000, qpos=[2.7503723343081354 4.2035866217609143e-05], qvel=[5.0648528052142008e-13 0.00012267999073591144], normal_force=10.000000000066922, tangential_force=1.3890709144049889, Fctrl=[10 1.3892500000002479], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27781418287913856, mode=QUASI_STICK, phase=RAMP
time=0.994750000, qpos=[2.7503723343081354 4.2051204014663745e-05], qvel=[5.0782174669662954e-13 0.00012270237643681949], normal_force=10.000000000068415, tangential_force=1.3893209144052197, Fctrl=[10 1.3895000000002482], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27786418287914294, mode=QUASI_STICK, phase=RAMP
time=0.994875000, qpos=[2.7503723343081354 4.2066544609930964e-05], qvel=[5.0915821287183899e-13 0.00012272476213772755], normal_force=10.000000000069907, tangential_force=1.3895709144054507, Fctrl=[10 1.3897500000002481], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2779141828791473, mode=QUASI_STICK, phase=RAMP
time=0.995000000, qpos=[2.7503723343081354 4.2081888003410793e-05], qvel=[5.1049467904704845e-13 0.0001227471478386356], normal_force=10.000000000071399, tangential_force=1.3898209144056817, Fctrl=[10 1.3900000000002484], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2779641828791517, mode=QUASI_STICK, phase=RAMP
time=0.995125000, qpos=[2.7503723343081354 4.2097234195103238e-05], qvel=[5.118311452222579e-13 0.00012276953353954366], normal_force=10.000000000072893, tangential_force=1.3900709144059122, Fctrl=[10 1.3902500000002482], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2780141828791559, mode=QUASI_STICK, phase=RAMP
time=0.995250000, qpos=[2.7503723343081354 4.2112583185008293e-05], qvel=[5.1316761139746736e-13 0.00012279191924045171], normal_force=10.000000000074385, tangential_force=1.3903209144061432, Fctrl=[10 1.3905000000002485], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2780641828791603, mode=QUASI_STICK, phase=RAMP
time=0.995375000, qpos=[2.7503723343081354 4.2127934973125965e-05], qvel=[5.1450407757267681e-13 0.00012281430494135977], normal_force=10.000000000075877, tangential_force=1.3905709144063743, Fctrl=[10 1.3907500000002484], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2781141828791646, mode=QUASI_STICK, phase=RAMP
time=0.995500000, qpos=[2.7503723343081354 4.2143289559456246e-05], qvel=[5.1584054374788627e-13 0.00012283669064226782], normal_force=10.00000000007737, tangential_force=1.390820914406605, Fctrl=[10 1.3910000000002487], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2781641828791689, mode=QUASI_STICK, phase=RAMP
time=0.995625000, qpos=[2.7503723343081354 4.2158646943999144e-05], qvel=[5.1717700992309572e-13 0.00012285907634317588], normal_force=10.000000000078863, tangential_force=1.3910709144068358, Fctrl=[10 1.3912500000002486], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2782141828791731, mode=QUASI_STICK, phase=RAMP
time=0.995750000, qpos=[2.7503723343081354 4.2174007126754651e-05], qvel=[5.1851347609830518e-13 0.00012288146204408393], normal_force=10.000000000080355, tangential_force=1.3913209144070668, Fctrl=[10 1.3915000000002489], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27826418287917737, mode=QUASI_STICK, phase=RAMP
time=0.995875000, qpos=[2.7503723343081354 4.2189370107722775e-05], qvel=[5.1984994227351463e-13 0.00012290384774499199], normal_force=10.000000000081847, tangential_force=1.3915709144072979, Fctrl=[10 1.3917500000002487], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27831418287918164, mode=QUASI_STICK, phase=RAMP
time=0.996000000, qpos=[2.7503723343081354 4.2204735886903515e-05], qvel=[5.2118640844872409e-13 0.00012292623344590004], normal_force=10.000000000083341, tangential_force=1.3918209144075284, Fctrl=[10 1.392000000000249], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27836418287918574, mode=QUASI_STICK, phase=RAMP
time=0.996125000, qpos=[2.7503723343081354 4.2220104464296865e-05], qvel=[5.2252287462393355e-13 0.0001229486191468081], normal_force=10.000000000084833, tangential_force=1.3920709144077594, Fctrl=[10 1.3922500000002489], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27841418287919, mode=QUASI_STICK, phase=RAMP
time=0.996250000, qpos=[2.7503723343081354 4.2235475839902831e-05], qvel=[5.23859340799143e-13 0.00012297100484771615], normal_force=10.000000000086326, tangential_force=1.3923209144079904, Fctrl=[10 1.3925000000002492], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2784641828791942, mode=QUASI_STICK, phase=RAMP
time=0.996375000, qpos=[2.7503723343081354 4.2250850013721407e-05], qvel=[5.2519580697435246e-13 0.00012299339054862421], normal_force=10.000000000087818, tangential_force=1.3925709144082212, Fctrl=[10 1.3927500000002491], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2785141828791984, mode=QUASI_STICK, phase=RAMP
time=0.996500000, qpos=[2.7503723343081354 4.22662269857526e-05], qvel=[5.2653227314956191e-13 0.00012301577624953226], normal_force=10.00000000008931, tangential_force=1.392820914408452, Fctrl=[10 1.3930000000002494], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27856418287920254, mode=QUASI_STICK, phase=RAMP
time=0.996625000, qpos=[2.7503723343081354 4.2281606755996402e-05], qvel=[5.2786873932477137e-13 0.00012303816195044032], normal_force=10.000000000090802, tangential_force=1.393070914408683, Fctrl=[10 1.3932500000002492], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27861418287920675, mode=QUASI_STICK, phase=RAMP
time=0.996750000, qpos=[2.7503723343081354 4.2296989324452821e-05], qvel=[5.2920520549998082e-13 0.00012306054765134837], normal_force=10.000000000092296, tangential_force=1.3933209144089138, Fctrl=[10 1.3935000000002495], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2786641828792108, mode=QUASI_STICK, phase=RAMP
time=0.996875000, qpos=[2.7503723343081354 4.2312374691121856e-05], qvel=[5.3054167167519028e-13 0.00012308293335225643], normal_force=10.000000000093788, tangential_force=1.3935709144091446, Fctrl=[10 1.3937500000002494], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2787141828792149, mode=QUASI_STICK, phase=RAMP
time=0.997000000, qpos=[2.7503723343081354 4.2327762856003501e-05], qvel=[5.3187813785039973e-13 0.00012310531905316448], normal_force=10.00000000009528, tangential_force=1.3938209144093756, Fctrl=[10 1.3940000000002497], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27876418287921906, mode=QUASI_STICK, phase=RAMP
time=0.997125000, qpos=[2.7503723343081354 4.2343153819097763e-05], qvel=[5.3321460402560919e-13 0.00012312770475407254], normal_force=10.000000000096774, tangential_force=1.3940709144096066, Fctrl=[10 1.3942500000002496], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2788141828792231, mode=QUASI_STICK, phase=RAMP
time=0.997250000, qpos=[2.7503723343081354 4.2358547580404634e-05], qvel=[5.3455107020081864e-13 0.00012315009045498059], normal_force=10.000000000098266, tangential_force=1.3943209144098374, Fctrl=[10 1.3945000000002499], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2788641828792272, mode=QUASI_STICK, phase=RAMP
time=0.997375000, qpos=[2.7503723343081354 4.2373944139924122e-05], qvel=[5.358875363760281e-13 0.00012317247615588865], normal_force=10.000000000099758, tangential_force=1.3945709144100682, Fctrl=[10 1.3947500000002497], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27891418287923125, mode=QUASI_STICK, phase=RAMP
time=0.997500000, qpos=[2.7503723343081354 4.2389343497656219e-05], qvel=[5.3722400255123755e-13 0.0001231948618567967], normal_force=10.00000000010125, tangential_force=1.3948209144102992, Fctrl=[10 1.39500000000025], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.2789641828792353, mode=QUASI_STICK, phase=RAMP
time=0.997625000, qpos=[2.7503723343081354 4.2404745653600933e-05], qvel=[5.3856046872644701e-13 0.00012321724755770476], normal_force=10.000000000102743, tangential_force=1.39507091441053, Fctrl=[10 1.3952500000002499], contact_flag=True, gap=-0.0003723343081354358, contact_distance=-0.0003723343081354358, rho=0.27901418287923935, mode=QUASI_STICK, phase=RAMP
