time=0.000000000, qpos=[2.75 0], qvel=[0 0], normal_force=0.0, tangential_force=0.0, Fctrl=[10 0], contact_flag=True, gap=0.0, contact_distance=0.0, rho=nan, mode=BOUNDARY, phase=SETTLE
time=2.892250000, qpos=[2.7503021204106037 0.00082311563586439404], qvel=[-0.0019575160037660893 0.0079657923022980765], normal_force=10.030870977747545, tangential_force=5.015435488873773, Fctrl=[10 5.1845000000013242], contact_flag=True, gap=-0.0003021204106037345, contact_distance=-0.0003021204106037345, rho=1.0, mode=SLIDE, phase=RAMP
time=2.892375000, qpos=[2.750301875238744 0.00082411400153516764], qvel=[-0.001961374875984532 0.0079869253661890207], normal_force=10.03088357761482, tangential_force=5.01544178880741, Fctrl=[10 5.1847500000013245], contact_flag=True, gap=-0.00030187523874403155, contact_distance=-0.00030187523874403155, rho=1.0, mode=SLIDE, phase=RAMP
time=2.892500000, qpos=[2.7503016295843286 0.00082511501264674115], qvel=[-0.0019652353231863844 0.0080080888925882603], normal_force=10.030896184187661, tangential_force=5.0154480920938305, Fctrl=[10 5.1850000000013248], contact_flag=True, gap=-0.00030162958432855547, contact_distance=-0.00030162958432855547, rho=1.0, mode=SLIDE, phase=RAMP
time=2.892625000, qpos=[2.7503013834471601 0.00082611867300687574], qvel=[-0.001969097346209842 0.0080292828810766964], normal_force=10.030908797652158, tangential_force=5.015454398826079, Fctrl=[10 5.1852500000013251], contact_flag=True, gap=-0.00030138344716013066, contact_distance=-0.00030138344716013066, rho=1.0, mode=SLIDE, phase=RAMP
time=2.892750000, qpos=[2.750301136827042 0.00082712498642327872], qvel=[-0.0019729609459163615 0.0080505073312236025], normal_force=10.03092141819503, tangential_force=5.015460709097515, Fctrl=[10 5.1855000000013254], contact_flag=True, gap=-0.0003011368270420256, contact_distance=-0.0003011368270420256, rho=1.0, mode=SLIDE, phase=RAMP
time=2.892875000, qpos=[2.7503008897237766 0.00082813395670360208], qvel=[-0.0019768261231907403 0.008071762242586579], normal_force=10.030934046000352, tangential_force=5.015467023000176, Fctrl=[10 5.1857500000013257], contact_flag=True, gap=-0.0003008897237766206, contact_distance=-0.0003008897237766206, rho=1.0, mode=SLIDE, phase=RAMP
time=2.893000000, qpos=[2.7503006421371667 0.00082914558765544101], qvel=[-0.0019806928789407843 0.0080930476147117233], normal_force=10.030946681252855, tangential_force=5.015473340626428, Fctrl=[10 5.186000000001326], contact_flag=True, gap=-0.00030064213716674004, contact_distance=-0.00030064213716674004, rho=1.0, mode=SLIDE, phase=RAMP
time=2.893125000, qpos=[2.7503003940670148 0.0008301598830863327], qvel=[-0.0019845612140973914 0.0081143634471335848], normal_force=10.030959324135749, tangential_force=5.015479662067874, Fctrl=[10 5.1862500000013263], contact_flag=True, gap=-0.00030039406701476423, contact_distance=-0.00030039406701476423, rho=1.0, mode=SLIDE, phase=RAMP
time=2.893250000, qpos=[2.7503001455131235 0.0008311768468037546], qvel=[-0.0019884311296143597 0.0081357097393752673], normal_force=10.030971974832898, tangential_force=5.015485987416449, Fctrl=[10 5.1865000000013266], contact_flag=True, gap=-0.00030014551312351756, contact_distance=-0.00030014551312351756, rho=1.0, mode=SLIDE, phase=RAMP
time=2.893375000, qpos=[2.7502998964752954 0.0008321964826151231], qvel=[-0.0019923026264684718 0.0081570864909483766], normal_force=10.030984633526664, tangential_force=5.015492316763332, Fctrl=[10 5.1867500000013269], contact_flag=True, gap=-0.0002998964752953803, contact_distance=-0.0002998964752953803, rho=1.0, mode=SLIDE, phase=RAMP
time=2.893500000, qpos=[2.7502996469533323 0.00083321879432779228], qvel=[-0.0019961757056593046 0.0081784937013531268], normal_force=10.030997300397914, tangential_force=5.015498650198956, Fctrl=[10 5.1870000000013272], contact_flag=True, gap=-0.00029964695333228875, contact_distance=-0.00029964695333228875, rho=0.9999999999999998, mode=SLIDE, phase=RAMP
time=2.893625000, qpos=[2.7502993969470362 0.00083424378574905212], qvel=[-0.0020000503682090442 0.0081999313700784233], normal_force=10.031009975627134, tangential_force=5.015504987813567, Fctrl=[10 5.1872500000013275], contact_flag=True, gap=-0.00029939694703617903, contact_distance=-0.00029939694703617903, rho=1.0, mode=SLIDE, phase=RAMP
time=2.893750000, qpos=[2.7502991464562094 0.00083527146068612733], qvel=[-0.0020039266151624354 0.008221399496601894], normal_force=10.0310226593955, tangential_force=5.01551132969775, Fctrl=[10 5.1875000000013278], contact_flag=True, gap=-0.0002991464562094315, contact_distance=-0.0002991464562094315, rho=1.0, mode=SLIDE, phase=RAMP
time=2.893875000, qpos=[2.7502988954806535 0.00083630182294617606], qvel=[-0.0020078044475868727 0.0082428980803898409], normal_force=10.031035351881652, tangential_force=5.015517675940826, Fctrl=[10 5.1877500000013281], contact_flag=True, gap=-0.0002988954806535382, contact_distance=-0.0002988954806535382, rho=1.0, mode=SLIDE, phase=RAMP
time=2.894000000, qpos=[2.7502986440201704 0.00083733487633628827], qvel=[-0.0020116838665720791 0.0082644271208974045], normal_force=10.031048053264945, tangential_force=5.015524026632472, Fctrl=[10 5.1880000000013284], contact_flag=True, gap=-0.00029864402017043545, contact_distance=-0.00029864402017043545, rho=1.0, mode=SLIDE, phase=RAMP
time=2.894125000, qpos=[2.7502983920745612 0.00083837062466348431], qvel=[-0.0020155648732301974 0.0082859866175685106], normal_force=10.031060763722213, tangential_force=5.015530381861106, Fctrl=[10 5.1882500000013287], contact_flag=True, gap=-0.00029839207456117123, contact_distance=-0.00029839207456117123, rho=1.0, mode=SLIDE, phase=RAMP
time=2.894250000, qpos=[2.7502981396436277 0.00083940907173471382], qvel=[-0.0020194474686954741 0.0083075765698360383], normal_force=10.031073483432126, tangential_force=5.015536741716063, Fctrl=[10 5.188500000001329], contact_flag=True, gap=-0.00029813964362768175, contact_distance=-0.00029813964362768175, rho=1.0, mode=SLIDE, phase=RAMP
time=2.894375000, qpos=[2.750297886727171 0.00084045022135685403], qvel=[-0.0020233316541244896 0.0083291969771216966], normal_force=10.031086212570834, tangential_force=5.015543106285417, Fctrl=[10 5.1887500000013294], contact_flag=True, gap=-0.00029788672717101505, contact_distance=-0.00029788672717101505, rho=1.0, mode=SLIDE, phase=RAMP
time=2.894500000, qpos=[2.7502976333249922 0.00084149407733670857], qvel=[-0.0020272174306958436 0.0083508478388361861], normal_force=10.031098951314169, tangential_force=5.015549475657084, Fctrl=[10 5.1890000000013297], contact_flag=True, gap=-0.00029763332499221917, contact_distance=-0.00029763332499221917, rho=1.0, mode=SLIDE, phase=RAMP
time=2.894625000, qpos=[2.7502973794368923 0.00084254064348100602], qvel=[-0.0020311047996101153 0.0083725291543792161], normal_force=10.031111699837668, tangential_force=5.015555849918834, Fctrl=[10 5.18925000000133], contact_flag=True, gap=-0.00029737943689234214, contact_distance=-0.00029737943689234214, rho=1.0, mode=SLIDE, phase=RAMP
time=2.894750000, qpos=[2.750297125062672 0.00084358992359639842], qvel=[-0.0020349937620898237 0.0083942409231395274], normal_force=10.031124458315457, tangential_force=5.015562229157728, Fctrl=[10 5.1895000000013303], contact_flag=True, gap=-0.0002971250626719879, contact_distance=-0.0002971250626719879, rho=1.0, mode=SLIDE, phase=RAMP
time=2.894875000, qpos=[2.7502968702021322 0.00084464192148946029], qvel=[-0.0020388843193792552 0.0084159831444949786], normal_force=10.03113722692246, tangential_force=5.01556861346123, Fctrl=[10 5.1897500000013306], contact_flag=True, gap=-0.0002968702021322045, contact_distance=-0.0002968702021322045, rho=1.0, mode=SLIDE, phase=RAMP
time=2.895000000, qpos=[2.7502966148550732 0.0008456966409666869], qvel=[-0.0020427764727445627 0.0084377558178124912], normal_force=10.031150005831158, tangential_force=5.015575002915579, Fctrl=[10 5.1900000000013309], contact_flag=True, gap=-0.0002966148550731518, contact_distance=-0.0002966148550731518, rho=1.0, mode=SLIDE, phase=RAMP
time=2.895125000, qpos=[2.7502963590212954 0.00084675408583449296], qvel=[-0.0020466702234734576 0.0084595589424482105], normal_force=10.031162795214835, tangential_force=5.015581397607417, Fctrl=[10 5.1902500000013312], contact_flag=True, gap=-0.0002963590212954337, contact_distance=-0.0002963590212954337, rho=1.0, mode=SLIDE, phase=RAMP
time=2.895250000, qpos=[2.7502961027005988 0.00084781425989921143], qvel=[-0.0020505655728753117 0.0084813925177474499], normal_force=10.031175595244335, tangential_force=5.015587797622167, Fctrl=[10 5.1905000000013315], contact_flag=True, gap=-0.000296102700598766, contact_distance=-0.000296102700598766, rho=1.0, mode=SLIDE, phase=RAMP
time=2.895375000, qpos=[2.7502958458927833 0.00084887716696709201], qvel=[-0.0020544625222808535 0.0085032565430448459], normal_force=10.03118840609136, tangential_force=5.01559420304568, Fctrl=[10 5.1907500000013318], contact_flag=True, gap=-0.00029584589278330853, contact_distance=-0.00029584589278330853, rho=1.0, mode=SLIDE, phase=RAMP
time=2.895500000, qpos=[2.7502955885976492 0.00084994281084430003], qvel=[-0.0020583610730422735 0.0085251510176643022], normal_force=10.03120122792735, tangential_force=5.015600613963675, Fctrl=[10 5.1910000000013321], contact_flag=True, gap=-0.0002955885976492212, contact_distance=-0.0002955885976492212, rho=1.0, mode=SLIDE, phase=RAMP
time=2.895625000, qpos=[2.7502953308149958 0.00085101119533691487], qvel=[-0.0020622612265331921 0.0085470759409190088], normal_force=10.03121406092134, tangential_force=5.01560703046067, Fctrl=[10 5.1912500000013324], contact_flag=True, gap=-0.0002953308149957756, contact_distance=-0.0002953308149957756, rho=1.0, mode=SLIDE, phase=RAMP
time=2.895750000, qpos=[2.7502950725446227 0.00085208232425092883], qvel=[-0.0020661629841483595 0.0085690313121115913], normal_force=10.031226905243235, tangential_force=5.015613452621618, Fctrl=[10 5.1915000000013327], contact_flag=True, gap=-0.0002950725446226876, contact_distance=-0.0002950725446226876, rho=1.0, mode=SLIDE, phase=RAMP
time=2.895875000, qpos=[2.7502948137863292 0.00085315620139224564], qvel=[-0.0020700663473037641 0.0085910171305340552], normal_force=10.03123976106164, tangential_force=5.01561988053082, Fctrl=[10 5.191750000001333], contact_flag=True, gap=-0.00029481378632922883, contact_distance=-0.00029481378632922883, rho=1.0, mode=SLIDE, phase=RAMP
time=2.896000000, qpos=[2.7502945545399147 0.00085423283056667914], qvel=[-0.002073971317436469 0.0086130333954678694], normal_force=10.031252628544943, tangential_force=5.015626314272471, Fctrl=[10 5.1920000000013333], contact_flag=True, gap=-0.00029455453991467095, contact_distance=-0.00029455453991467095, rho=1.0, mode=SLIDE, phase=RAMP
time=2.896125000, qpos=[2.7502942948051778 0.00085531221557995211], qvel=[-0.002077877896004587 0.0086350801061839764], normal_force=10.031265507860267, tangential_force=5.0156327539301335, Fctrl=[10 5.1922500000013336], contact_flag=True, gap=-0.00029429480517784157, contact_distance=-0.00029429480517784157, rho=1.0, mode=SLIDE, phase=RAMP
time=2.896250000, qpos=[2.7502940345819171 0.00085639436023769494], qvel=[-0.0020817860844871208 0.0086571572619428758], normal_force=10.031278399173459, tangential_force=5.0156391995867295, Fctrl=[10 5.1925000000013339], contact_flag=True, gap=-0.00029403458191712417, contact_distance=-0.00029403458191712417, rho=1.0, mode=SLIDE, phase=RAMP
time=2.896375000, qpos=[2.7502937738699318 0.00085747926834544425], qvel=[-0.002085695884383803 0.0086792648619947021], normal_force=10.031291302652368, tangential_force=5.015645651326184, Fctrl=[10 5.1927500000013342], contact_flag=True, gap=-0.00029377386993179044, contact_distance=-0.00029377386993179044, rho=1.0, mode=SLIDE, phase=RAMP
time=2.896500000, qpos=[2.7502935126690198 0.00085856694370864167], qvel=[-0.002089607297215349 0.0087014029055790965], normal_force=10.031304218461408, tangential_force=5.015652109230704, Fctrl=[10 5.1930000000013345], contact_flag=True, gap=-0.0002935126690197798, contact_distance=-0.0002935126690197798, rho=1.0, mode=SLIDE, phase=RAMP
time=2.896625000, qpos=[2.750293250978979 0.00085965739013263236], qvel=[-0.002093520324523025 0.0087235713919254255], normal_force=10.031317146764858, tangential_force=5.015658573382429, Fctrl=[10 5.1932500000013349], contact_flag=True, gap=-0.00029325097897903163, contact_distance=-0.00029325097897903163, rho=1.0, mode=SLIDE, phase=RAMP
time=2.896750000, qpos=[2.7502929887996079 0.00086075061142266399], qvel=[-0.0020974349678686325 0.0087457703202527895], normal_force=10.031330087727929, tangential_force=5.015665043863964, Fctrl=[10 5.1935000000013352], contact_flag=True, gap=-0.00029298879960792945, contact_distance=-0.00029298879960792945, rho=1.0, mode=SLIDE, phase=RAMP
time=2.896875000, qpos=[2.7502927261307044 0.00086184661138388524], qvel=[-0.0021013512288346236 0.0087679996897699602], normal_force=10.031343041514607, tangential_force=5.015671520757303, Fctrl=[10 5.1937500000013355], contact_flag=True, gap=-0.00029272613070441267, contact_distance=-0.00029272613070441267, rho=1.0, mode=SLIDE, phase=RAMP
time=2.897000000, qpos=[2.750292462972066 0.00086294539382134462], qvel=[-0.002105269109023949 0.0087902594996754641], normal_force=10.031356008287649, tangential_force=5.015678004143824, Fctrl=[10 5.1940000000013358], contact_flag=True, gap=-0.0002924629720659766, contact_distance=-0.0002924629720659766, rho=1.0, mode=SLIDE, phase=RAMP
time=2.897125000, qpos=[2.7502921993234897 0.00086404696253998938], qvel=[-0.0021091886100599055 0.0088125497491576537], normal_force=10.031368988208637, tangential_force=5.015684494104319, Fctrl=[10 5.1942500000013361], contact_flag=True, gap=-0.0002921993234896725, contact_distance=-0.0002921993234896725, rho=1.0, mode=SLIDE, phase=RAMP
time=2.897250000, qpos=[2.750291935184773 0.00086515132134466375], qvel=[-0.0021131097335859855 0.00883487043739478], normal_force=10.031381981440123, tangential_force=5.015690990720062, Fctrl=[10 5.1945000000013364], contact_flag=True, gap=-0.0002919351847729956, contact_distance=-0.0002919351847729956, rho=1.0, mode=SLIDE, phase=RAMP
time=2.897375000, qpos=[2.750291670555713 0.00086625847404010812], qvel=[-0.002117032481266001 0.008857221563554939], normal_force=10.031394988143468, tangential_force=5.015697494071734, Fctrl=[10 5.1947500000013367], contact_flag=True, gap=-0.00029167055571299727, contact_distance=-0.00029167055571299727, rho=1.0, mode=SLIDE, phase=RAMP
time=2.897500000, qpos=[2.7502914054361063 0.00086736842443095759], qvel=[-0.0021209568547839344 0.0088796031267961394], normal_force=10.03140800847885, tangential_force=5.015704004239425, Fctrl=[10 5.195000000001337], contact_flag=True, gap=-0.00029140543610628455, contact_distance=-0.00029140543610628455, rho=1.0, mode=SLIDE, phase=RAMP
time=2.897625000, qpos=[2.7502911398257495 0.00086848117632174089], qvel=[-0.002124882855843791 0.0089020151262663785], normal_force=10.031421042606395, tangential_force=5.015710521303197, Fctrl=[10 5.1952500000013373], contact_flag=True, gap=-0.0002911398257494646, contact_distance=-0.0002911398257494646, rho=1.0, mode=SLIDE, phase=RAMP
time=2.897750000, qpos=[2.7502908737244387 0.0008695967335168789], qvel=[-0.0021288104861695903 0.0089244575611036464], normal_force=10.031434090685046, tangential_force=5.015717045342523, Fctrl=[10 5.1955000000013376], contact_flag=True, gap=-0.0002908737244387005, contact_distance=-0.0002908737244387005, rho=1.0, mode=SLIDE, phase=RAMP
time=2.897875000, qpos=[2.7502906071319702 0.00087071509982068339], qvel=[-0.0021327397475052207 0.0089469304304359981], normal_force=10.031447152873703, tangential_force=5.0157235764368515, Fctrl=[10 5.1957500000013379], contact_flag=True, gap=-0.0002906071319701553, contact_distance=-0.0002906071319701553, rho=1.0, mode=SLIDE, phase=RAMP
time=2.898000000, qpos=[2.75029034004814 0.00087183627903735612], qvel=[-0.0021366706416144333 0.0089694337333815592], normal_force=10.0314602293312, tangential_force=5.0157301146656, Fctrl=[10 5.1960000000013382], contact_flag=True, gap=-0.00029034004813999204, contact_distance=-0.00029034004813999204, rho=1.0, mode=SLIDE, phase=RAMP
time=2.898125000, qpos=[2.7502900724727435 0.00087296027497098716], qvel=[-0.0021406031702808333 0.0089919674690485257], normal_force=10.031473320214177, tangential_force=5.0157366601070885, Fctrl=[10 5.1962500000013385], contact_flag=True, gap=-0.0002900724727434856, contact_distance=-0.0002900724727434856, rho=1.0, mode=SLIDE, phase=RAMP
time=2.898250000, qpos=[2.7502898044055764 0.00087408709142555404], qvel=[-0.0021445373353076056 0.0090145316365353063], normal_force=10.031486425680312, tangential_force=5.015743212840156, Fctrl=[10 5.1965000000013388], contact_flag=True, gap=-0.0002898044055763549, contact_distance=-0.0002898044055763549, rho=1.0, mode=SLIDE, phase=RAMP
time=2.898375000, qpos=[2.7502895358464339 0.00087521673220492034], qvel=[-0.0021484731385176445 0.0090371262349304548], normal_force=10.031499545886168, tangential_force=5.015749772943084, Fctrl=[10 5.1967500000013391], contact_flag=True, gap=-0.00028953584643387487, contact_distance=-0.00028953584643387487, rho=1.0, mode=SLIDE, phase=RAMP
time=2.898500000, qpos=[2.7502892667951113 0.0008763492011128344], qvel=[-0.0021524105817534158 0.0090597512633127375], normal_force=10.0315126809883, tangential_force=5.015756340494151, Fctrl=[10 5.1970000000013394], contact_flag=True, gap=-0.00028926679511132036, contact_distance=-0.00028926679511132036, rho=1.0000000000000002, mode=SLIDE, phase=RAMP
time=2.898625000, qpos=[2.7502889972514031 0.00087748450195292832], qvel=[-0.0021563496668769531 0.0090824067207511353], normal_force=10.031525831141074, tangential_force=5.015762915570537, Fctrl=[10 5.1972500000013397], contact_flag=True, gap=-0.0002889972514030781, contact_distance=-0.0002889972514030781, rho=1.0, mode=SLIDE, phase=RAMP
time=2.898750000, qpos=[2.7502887272151035 0.00087862263852871646], qvel=[-0.0021602903957695873 0.0091050926063049858], normal_force=10.031538996498872, tangential_force=5.015769498249436, Fctrl=[10 5.19750000000134], contact_flag=True, gap=-0.0002887272151035347, contact_distance=-0.0002887272151035347, rho=1.0, mode=SLIDE, phase=RAMP
time=2.898875000, qpos=[2.7502884566860071 0.00087976361464359447], qvel=[-0.0021642327703319465 0.0091278089190239744], normal_force=10.031552177216097, tangential_force=5.015776088608049, Fctrl=[10 5.1977500000013404], contact_flag=True, gap=-0.00028845668600707697, contact_distance=-0.00028845668600707697, rho=1.0, mode=SLIDE, phase=RAMP
time=2.899000000, qpos=[2.7502881856639081 0.00088090743410083796], qvel=[-0.0021681767924839586 0.0091505556579481364], normal_force=10.031565373447155, tangential_force=5.015782686723577, Fctrl=[10 5.1980000000013407], contact_flag=True, gap=-0.00028818566390809153, contact_distance=-0.00028818566390809153, rho=1.0, mode=SLIDE, phase=RAMP
time=2.899125000, qpos=[2.7502879141486001 0.00088205410070360145], qvel=[-0.0021721224641648527 0.0091733328221078568], normal_force=10.031578585344311, tangential_force=5.015789292672156, Fctrl=[10 5.198250000001341], contact_flag=True, gap=-0.0002879141486000769, contact_distance=-0.0002879141486000769, rho=1.0, mode=SLIDE, phase=RAMP
time=2.899250000, qpos=[2.7502876421398765 0.00088320361825491693], qvel=[-0.0021760697873328913 0.0091961404105240056], normal_force=10.031591813059878, tangential_force=5.015795906529939, Fctrl=[10 5.1985000000013413], contact_flag=True, gap=-0.00028764213987653164, contact_distance=-0.00028764213987653164, rho=1.0, mode=SLIDE, phase=RAMP
time=2.899375000, qpos=[2.750287369637531 0.00088435599055769292], qvel=[-0.0021800187639653764 0.009218978422207931], normal_force=10.031605056746221, tangential_force=5.0158025283731105, Fctrl=[10 5.1987500000013416], contact_flag=True, gap=-0.00028736963753095424, contact_distance=-0.00028736963753095424, rho=1.0, mode=SLIDE, phase=RAMP
time=2.899500000, qpos=[2.7502870966413564 0.00088551122141471313], qvel=[-0.0021839693960586542 0.0092418468561614592], normal_force=10.031618316554667, tangential_force=5.015809158277334, Fctrl=[10 5.1990000000013419], contact_flag=True, gap=-0.0002870966413563991, contact_distance=-0.0002870966413563991, rho=1.0000000000000002, mode=SLIDE, phase=RAMP
time=2.899625000, qpos=[2.7502868231511455 0.0008866693146286353], qvel=[-0.0021879216856279873 0.0092647457113769604], normal_force=10.03163159263552, tangential_force=5.015815796317759, Fctrl=[10 5.1992500000013422], contact_flag=True, gap=-0.00028682315114547663, contact_distance=-0.00028682315114547663, rho=0.9999999999999998, mode=SLIDE, phase=RAMP
time=2.899750000, qpos=[2.7502865491666912 0.00088783027400198998], qvel=[-0.0021918756347074275 0.0092876749868374079], normal_force=10.031644885140256, tangential_force=5.015822442570128, Fctrl=[10 5.1995000000013425], contact_flag=True, gap=-0.0002865491666912412, contact_distance=-0.0002865491666912412, rho=1.0, mode=SLIDE, phase=RAMP
time=2.899875000, qpos=[2.7502862746877854 0.00088899410333717946], qvel=[-0.0021958312453499592 0.0093106346815163103], normal_force=10.031658194217163, tangential_force=5.015829097108582, Fctrl=[10 5.1997500000013428], contact_flag=True, gap=-0.000286274687785415, contact_distance=-0.000286274687785415, rho=1.0, mode=SLIDE, phase=RAMP
time=2.900000000, qpos=[2.7502859997142206 0.00089016080643647671], qvel=[-0.0021997885196271046 0.0093336247943779059], normal_force=10.0316715200168, tangential_force=5.0158357600084, Fctrl=[10 5.2000000000013431], contact_flag=True, gap=-0.0002859997142206083, contact_distance=-0.0002859997142206083, rho=1.0, mode=SLIDE, phase=RAMP
time=2.900125000, qpos=[2.7502857242457881 0.00089133038710202379], qvel=[-0.0022037474596292047 0.0093566453243770237], normal_force=10.031684862686578, tangential_force=5.015842431343289, Fctrl=[10 5.2002500000013434], contact_flag=True, gap=-0.0002857242457880993, contact_distance=-0.0002857242457880993, rho=1.0, mode=SLIDE, phase=RAMP
time=2.900250000, qpos=[2.7502854482822796 0.00089250284913583119], qvel=[-0.0022077080674650267 0.0093796962704592816], normal_force=10.031698222375088, tangential_force=5.015849111187545, Fctrl=[10 5.2005000000013437], contact_flag=True, gap=-0.00028544828227961005, contact_distance=-0.00028544828227961005, rho=1.0000000000000002, mode=SLIDE, phase=RAMP
time=2.900375000, qpos=[2.7502851718234864 0.00089367819633977632], qvel=[-0.0022116703452619126 0.0094027776315610059], normal_force=10.031711599229963, tangential_force=5.0158557996149815, Fctrl=[10 5.200750000001344], contact_flag=True, gap=-0.0002851718234864187, contact_distance=-0.0002851718234864187, rho=1.0, mode=SLIDE, phase=RAMP
time=2.900500000, qpos=[2.7502848948691994 0.00089485643251560251], qvel=[-0.0022156342951656582 0.0094258894066093016], normal_force=10.031724993397884, tangential_force=5.015862496698942, Fctrl=[10 5.2010000000013443], contact_flag=True, gap=-0.00028489486919935914, contact_distance=-0.00028489486919935914, rho=1.0, mode=SLIDE, phase=RAMP
time=2.900625000, qpos=[2.7502846174192093 0.00089603756146491777], qvel=[-0.0022195999193403938 0.0094490315945221018], normal_force=10.031738405025656, tangential_force=5.015869202512829, Fctrl=[10 5.2012500000013446], contact_flag=True, gap=-0.0002846174192092654, contact_distance=-0.0002846174192092654, rho=1.0000000000000002, mode=SLIDE, phase=RAMP
time=2.900750000, qpos=[2.750284339473307 0.00089722158698919382], qvel=[-0.0022235672199686011 0.0094722041942081666], normal_force=10.031751834260223, tangential_force=5.015875917130112, Fctrl=[10 5.2015000000013449], contact_flag=True, gap=-0.0002843394733069715, contact_distance=-0.0002843394733069715, rho=1.0, mode=SLIDE, phase=RAMP
time=2.900875000, qpos=[2.750284061031282 0.00089840851288976468], qvel=[-0.0022275361992511291 0.0094954072045670707], normal_force=10.031765281245443, tangential_force=5.0158826406227215, Fctrl=[10 5.2017500000013452], contact_flag=True, gap=-0.0002840610312819791, contact_distance=-0.0002840610312819791, rho=1.0, mode=SLIDE, phase=RAMP
time=2.901000000, qpos=[2.7502837820929247 0.00089959834296782584], qvel=[-0.002231506859406809 0.0095186406244893995], normal_force=10.031778746127488, tangential_force=5.015889373063744, Fctrl=[10 5.2020000000013455], contact_flag=True, gap=-0.00028378209292467815, contact_distance=-0.00028378209292467815, rho=1.0, mode=SLIDE, phase=RAMP
time=2.901125000, qpos=[2.7502835026580241 0.00090079108102443289], qvel=[-0.0022354792026727448 0.0095419044528565998], normal_force=10.031792229049461, tangential_force=5.015896114524731, Fctrl=[10 5.2022500000013459], contact_flag=True, gap=-0.0002835026580241262, contact_distance=-0.0002835026580241262, rho=1.0, mode=SLIDE, phase=RAMP
time=2.901250000, qpos=[2.7502832227263703 0.0009019867308605005], qvel=[-0.0022394532313039272 0.0095651986885411759], normal_force=10.031805730156803, tangential_force=5.015902865078401, Fctrl=[10 5.2025000000013462], contact_flag=True, gap=-0.00028322272637026913, contact_distance=-0.00028322272637026913, rho=1.0, mode=SLIDE, phase=RAMP
time=2.901375000, qpos=[2.7502829422977517 0.0009031852962768013], qvel=[-0.0022434289475735275 0.009588523330406544], normal_force=10.031819249591889, tangential_force=5.0159096247959445, Fctrl=[10 5.2027500000013465], contact_flag=True, gap=-0.0002829422977517204, contact_distance=-0.0002829422977517204, rho=1.0, mode=SLIDE, phase=RAMP
time=2.901500000, qpos=[2.7502826613719575 0.0009043867810739647], qvel=[-0.0022474063537725139 0.0096118783773072192], normal_force=10.031832787498377, tangential_force=5.015916393749189, Fctrl=[10 5.2030000000013468], contact_flag=True, gap=-0.0002826613719575377, contact_distance=-0.0002826613719575377, rho=1.0, mode=SLIDE, phase=RAMP
time=2.901625000, qpos=[2.7502823799487759 0.00090559118905247579], qvel=[-0.0022513854522098111 0.0096352638280887398], normal_force=10.031846344017955, tangential_force=5.015923172008978, Fctrl=[10 5.2032500000013471], contact_flag=True, gap=-0.00028237994877589045, contact_distance=-0.00028237994877589045, rho=1.0, mode=SLIDE, phase=RAMP
time=2.901750000, qpos=[2.7502820980279954 0.00090679852401267429], qvel=[-0.0022553662452120555 0.0096586796815877861], normal_force=10.0318599192936, tangential_force=5.0159299596468, Fctrl=[10 5.2035000000013474], contact_flag=True, gap=-0.0002820980279953922, contact_distance=-0.0002820980279953922, rho=1.0, mode=SLIDE, phase=RAMP
time=2.901875000, qpos=[2.7502818156094033 0.00090800878975475332], qvel=[-0.0022593487351237553 0.009682125936632105], normal_force=10.031873513465278, tangential_force=5.01593675673264, Fctrl=[10 5.2037500000013477], contact_flag=True, gap=-0.0002818156094033242, contact_distance=-0.0002818156094033242, rho=1.0000000000000002, mode=SLIDE, phase=RAMP
time=2.902000000, qpos=[2.7502815326927879 0.00090922199007875844], qvel=[-0.0022633329243069147 0.0097056025920406932], normal_force=10.031887126675318, tangential_force=5.015943563337658, Fctrl=[10 5.204000000001348], contact_flag=True, gap=-0.00028153269278785586, contact_distance=-0.00028153269278785586, rho=0.9999999999999998, mode=SLIDE, phase=RAMP
time=2.902125000, qpos=[2.7502812492779358 0.00091043812878458636], qvel=[-0.0022673188151413298 0.0097291096466236536], normal_force=10.031900759063074, tangential_force=5.015950379531537, Fctrl=[10 5.2042500000013483], contact_flag=True, gap=-0.00028124927793582444, contact_distance=-0.00028124927793582444, rho=1.0, mode=SLIDE, phase=RAMP
time=2.902250000, qpos=[2.7502809653646345 0.00091165720967198416], qvel=[-0.0022713064100242141 0.0097526470991823808], normal_force=10.031914410769197, tangential_force=5.015957205384598, Fctrl=[10 5.2045000000013486], contact_flag=True, gap=-0.00028096536463451116, contact_distance=-0.00028096536463451116, rho=1.0, mode=SLIDE, phase=RAMP
time=2.902375000, qpos=[2.7502806809526708 0.0009128792365405478], qvel=[-0.0022752957113703638 0.0097762149485094742], normal_force=10.031928081933508, tangential_force=5.015964040966754, Fctrl=[10 5.2047500000013489], contact_flag=True, gap=-0.0002806809526707532, contact_distance=-0.0002806809526707532, rho=1.0, mode=SLIDE, phase=RAMP
time=2.902500000, qpos=[2.7502803960418305 0.00091410421318972141], qvel=[-0.002279286721612052 0.009799813193388799], normal_force=10.031941772693939, tangential_force=5.015970886346969, Fctrl=[10 5.2050000000013492], contact_flag=True, gap=-0.0002803960418304996, contact_distance=-0.0002803960418304996, rho=1.0, mode=SLIDE, phase=RAMP
